tid,label,day,hour,poi,lat,lon
3065,142,Sunday,22,8977,39.2974431129,-94.716053009
3065,142,Sunday,23,22831,41.9780286285,-87.9036712646
3065,142,Monday,2,24767,39.1798446122,-76.6709661484
3065,142,Tuesday,10,24767,39.1798446122,-76.6709661484
3065,142,Tuesday,12,22831,41.9780286285,-87.9036712646
3065,142,Tuesday,18,794973,41.8912359833,-87.6342903333
3065,142,Tuesday,21,342212,41.9776697151,-87.9041969776
3065,142,Tuesday,21,572789,41.9784337833,-87.91084275
3065,142,Tuesday,23,8977,39.2974431129,-94.716053009
3065,142,Thursday,11,8977,39.2974431129,-94.716053009
3065,142,Thursday,13,22831,41.9780286285,-87.9036712646
3065,142,Thursday,18,13600,41.0684160761,-73.7056446075
3073,143,Thursday,1,83313,30.2948856333,-97.8718113833
3073,143,Thursday,14,25175,30.2963208,-97.8320287
3073,143,Thursday,18,59170,30.3355302167,-97.8046946333
3073,143,Thursday,22,19004,30.2911559667,-97.8589226
3073,143,Friday,0,9510,30.270083,-97.750427
3073,143,Friday,3,17831,30.2670273144,-97.7445030212
3073,143,Friday,4,9251,30.2663323362,-97.7448141575
3073,143,Friday,5,99231,30.2699606,-97.7498949
3073,143,Friday,6,83313,30.2948856333,-97.8718113833
3073,143,Friday,18,15372,30.261599404,-97.7585805953
3073,143,Friday,19,19004,30.2911559667,-97.8589226
3073,143,Saturday,1,9249,30.2672543395,-97.739444375
3073,143,Saturday,16,25175,30.2963208,-97.8320287
3073,143,Saturday,16,122101,30.2902613167,-97.8232754333
3073,143,Saturday,19,125086,30.2921751,-97.8270514
3073,143,Saturday,23,28562,30.29171255,-97.8601781333
3073,143,Sunday,17,122101,30.2902613167,-97.8232754333
3073,143,Sunday,20,40487,30.2253199189,-97.8218686581
3073,143,Monday,18,40524,30.3951619063,-97.7494704723
3073,143,Monday,18,35677,30.3948935334,-97.7492237091
3073,143,Tuesday,0,19004,30.2911559667,-97.8589226
3073,143,Tuesday,14,35677,30.3948935334,-97.7492237091
3073,143,Tuesday,19,51780,30.4250362,-97.7157430833
3073,143,Tuesday,21,21714,30.2679095833,-97.7493124167
3073,143,Tuesday,21,14492,30.2677222876,-97.7412736416
3073,143,Tuesday,22,51786,30.2668674465,-97.7418448098
3073,143,Wednesday,15,25175,30.2963208,-97.8320287
3073,143,Wednesday,19,19004,30.2911559667,-97.8589226
3073,143,Wednesday,22,9223,30.2668906357,-97.7456858754
3075,143,Friday,14,11365,30.3079146406,-97.7505500615
3075,143,Friday,20,78014,30.2731067667,-97.8005367333
3075,143,Saturday,21,15590,30.2313745667,-97.79745475
3075,143,Sunday,3,83313,30.2948856333,-97.8718113833
3075,143,Sunday,21,122101,30.2902613167,-97.8232754333
3075,143,Monday,14,25175,30.2963208,-97.8320287
3075,143,Monday,16,64250,30.4355563777,-97.7629265909
3075,143,Monday,21,15678,30.2795831833,-97.7594679667
3075,143,Tuesday,16,64250,30.4355563777,-97.7629265909
3075,143,Tuesday,17,115636,30.3687022,-97.7429279
3075,143,Tuesday,20,109826,30.4028148515,-97.7258133888
3075,143,Wednesday,1,83313,30.2948856333,-97.8718113833
3075,143,Wednesday,14,9407,30.3368675667,-97.7579569667
3075,143,Wednesday,15,11365,30.3079146406,-97.7505500615
3075,143,Wednesday,16,51786,30.2668674465,-97.7418448098
3075,143,Wednesday,17,15590,30.2313745667,-97.79745475
3078,143,Saturday,1,83313,30.2948856333,-97.8718113833
3078,143,Saturday,17,154479,30.2380564543,-97.7973532677
3078,143,Saturday,18,15621,30.24775385,-97.7507042833
3078,143,Saturday,19,10858,30.2473575319,-97.7507579327
3078,143,Saturday,19,13682,30.2473528978,-97.7501785755
3078,143,Saturday,20,314097,30.274236401,-97.8117618371
3078,143,Sunday,0,709919,30.2643400382,-97.7413809299
3078,143,Sunday,1,48858,30.253516057,-97.7634072304
3078,143,Sunday,19,25175,30.2963208,-97.8320287
3078,143,Monday,14,209894,30.2893718167,-97.8711387
3078,143,Monday,19,91857,30.2903332667,-97.8271628333
3078,143,Monday,22,25175,30.2963208,-97.8320287
3078,143,Tuesday,16,25175,30.2963208,-97.8320287
3078,143,Tuesday,18,16145,30.3091745,-97.93954045
3078,143,Tuesday,21,19004,30.2911559667,-97.8589226
3078,143,Wednesday,19,209894,30.2893718167,-97.8711387
3078,143,Thursday,14,25175,30.2963208,-97.8320287
3078,143,Thursday,18,28562,30.29171255,-97.8601781333
3078,143,Thursday,22,340896,30.2890861994,-97.827691563
3080,143,Friday,15,12019,30.3911084712,-97.7471423149
3080,143,Friday,16,25311,30.3366555333,-97.8042787333
3080,143,Friday,17,386752,30.3382688791,-97.8071916103
3080,143,Friday,21,25175,30.2963208,-97.8320287
3080,143,Saturday,1,22431,30.2696357552,-97.7433872223
3080,143,Saturday,15,11365,30.3079146406,-97.7505500615
3080,143,Saturday,19,19004,30.2911559667,-97.8589226
3080,143,Sunday,17,122101,30.2902613167,-97.8232754333
3080,143,Sunday,18,209894,30.2893718167,-97.8711387
3080,143,Tuesday,2,83313,30.2948856333,-97.8718113833
3080,143,Tuesday,14,209894,30.2893718167,-97.8711387
3080,143,Tuesday,17,126547,30.4230448167,-97.67059565
3080,143,Tuesday,19,25311,30.3366555333,-97.8042787333
3080,143,Tuesday,23,386752,30.3382688791,-97.8071916103
3080,143,Wednesday,2,13729,30.33723235,-97.8038334833
3080,143,Wednesday,15,209894,30.2893718167,-97.8711387
3080,143,Wednesday,15,25175,30.2963208,-97.8320287
3080,143,Wednesday,18,19655,30.2961287667,-97.8333772167
3080,143,Thursday,0,23176,30.4239244315,-97.7151918411
3080,143,Thursday,2,99231,30.2699606,-97.7498949
3080,143,Thursday,4,51856,30.2702612148,-97.7500927448
3080,143,Thursday,5,83313,30.2948856333,-97.8718113833
3080,143,Thursday,13,209894,30.2893718167,-97.8711387
3081,143,Friday,13,209894,30.2893718167,-97.8711387
3081,143,Friday,14,25311,30.3366555333,-97.8042787333
3081,143,Friday,17,15357,30.29611945,-97.8324151
3081,143,Friday,21,11934,30.31104325,-97.74291515
3081,143,Friday,23,433207,30.2735145399,-97.7989806657
3081,143,Sunday,14,122101,30.2902613167,-97.8232754333
3081,143,Sunday,16,209894,30.2893718167,-97.8711387
3081,143,Sunday,21,371198,30.2020209544,-97.6678991318
3081,143,Sunday,21,447639,30.2020487718,-97.6680707932
3081,143,Sunday,23,23523,29.9877985723,-95.3393554688
3081,143,Sunday,23,427452,29.9859139095,-95.3355793127
3082,143,Friday,11,23523,29.9877985723,-95.3393554688
3082,143,Friday,12,241204,29.9867392118,-95.3455352783
3082,143,Friday,14,9410,30.2015573297,-97.6671266556
3082,143,Friday,15,447639,30.2020487718,-97.6680707932
3082,143,Friday,21,25175,30.2963208,-97.8320287
3082,143,Saturday,23,387557,30.28884327,-97.84251904
3082,143,Sunday,0,209894,30.2893718167,-97.8711387
3082,143,Sunday,20,25175,30.2963208,-97.8320287
3082,143,Sunday,23,83313,30.2948856333,-97.8718113833
3082,143,Monday,18,51786,30.2668674465,-97.7418448098
3082,143,Tuesday,13,209894,30.2893718167,-97.8711387
3082,143,Tuesday,21,25175,30.2963208,-97.8320287
3082,143,Wednesday,13,209894,30.2893718167,-97.8711387
3082,143,Wednesday,13,387557,30.28884327,-97.84251904
3082,143,Wednesday,15,25175,30.2963208,-97.8320287
3082,143,Wednesday,17,32187,30.2707977167,-97.78760895
3082,143,Wednesday,21,28562,30.29171255,-97.8601781333
3082,143,Thursday,1,14554,30.3307521333,-97.73175715
3082,143,Thursday,13,387557,30.28884327,-97.84251904
3082,143,Thursday,13,25175,30.2963208,-97.8320287
3082,143,Thursday,18,72272,30.3947917366,-97.7524960041
3082,143,Thursday,23,15357,30.29611945,-97.8324151
3083,143,Friday,17,36697,30.2918763167,-97.8736784167
3083,143,Friday,21,9223,30.2668906357,-97.7456858754
3083,143,Friday,23,10923,30.2506754911,-97.7495348454
3083,143,Friday,23,129357,30.2779887167,-97.7725491333
3083,143,Saturday,20,387557,30.28884327,-97.84251904
3083,143,Sunday,1,129564,30.4021671043,-97.726585865
3083,143,Sunday,17,122101,30.2902613167,-97.8232754333
3083,143,Sunday,19,202075,30.2790880167,-97.8066362667
3083,143,Sunday,19,9241,30.2707337816,-97.7537029982
3083,143,Monday,16,183663,30.2314659204,-97.7971172333
3083,143,Tuesday,13,25311,30.3366555333,-97.8042787333
3083,143,Tuesday,18,386752,30.3382688791,-97.8071916103
3083,143,Wednesday,0,9335,30.2650364594,-97.7461831119
3083,143,Wednesday,14,209894,30.2893718167,-97.8711387
3083,143,Wednesday,22,83313,30.2948856333,-97.8718113833
3083,143,Thursday,14,209894,30.2893718167,-97.8711387
3083,143,Thursday,14,72272,30.3947917366,-97.7524960041
3083,143,Thursday,15,12019,30.3911084712,-97.7471423149
3083,143,Thursday,18,15357,30.29611945,-97.8324151
3083,143,Thursday,19,25175,30.2963208,-97.8320287
3084,143,Friday,14,209894,30.2893718167,-97.8711387
3084,143,Friday,17,340896,30.2890861994,-97.827691563
3084,143,Friday,19,19655,30.2961287667,-97.8333772167
3084,143,Friday,21,19000,30.36092275,-97.7894340167
3084,143,Friday,23,83313,30.2948856333,-97.8718113833
3084,143,Saturday,17,83313,30.2948856333,-97.8718113833
3084,143,Sunday,17,122101,30.2902613167,-97.8232754333
3084,143,Monday,15,25175,30.2963208,-97.8320287
3084,143,Monday,20,18686,30.27765235,-97.7514181667
3084,143,Tuesday,0,32187,30.2707977167,-97.78760895
3084,143,Tuesday,0,16753,30.2709220333,-97.7879393667
3084,143,Tuesday,23,416569,30.33953404,-97.77687925
3084,143,Wednesday,14,25311,30.3366555333,-97.8042787333
3084,143,Wednesday,17,122101,30.2902613167,-97.8232754333
3084,143,Wednesday,20,78014,30.2731067667,-97.8005367333
3084,143,Wednesday,21,340896,30.2890861994,-97.827691563
3084,143,Thursday,0,9223,30.2668906357,-97.7456858754
3084,143,Thursday,0,99231,30.2699606,-97.7498949
3084,143,Thursday,21,25175,30.2963208,-97.8320287
3085,143,Friday,16,9223,30.2668906357,-97.7456858754
3085,143,Friday,19,25175,30.2963208,-97.8320287
3085,143,Friday,21,15357,30.29611945,-97.8324151
3085,143,Saturday,0,28562,30.29171255,-97.8601781333
3085,143,Sunday,15,122101,30.2902613167,-97.8232754333
3085,143,Sunday,19,479875,30.2565604223,-97.8910776973
3085,143,Monday,22,35677,30.3948935334,-97.7492237091
3085,143,Tuesday,17,18452,30.2628017711,-97.7621519566
3085,143,Wednesday,13,11350,30.3956615833,-97.7470779333
3085,143,Wednesday,18,32707,30.3516249579,-97.7087062597
3085,143,Wednesday,19,40757,30.4013805483,-97.6618051529
3085,143,Thursday,3,10676,30.26773095,-97.7454900667
3085,143,Thursday,5,99231,30.2699606,-97.7498949
3085,143,Thursday,23,15357,30.29611945,-97.8324151
3088,143,Friday,0,17831,30.2670273144,-97.7445030212
3088,143,Friday,4,11358,30.2671515833,-97.7360916
3088,143,Friday,4,23797,30.2667400573,-97.739084959
3088,143,Friday,18,670484,30.3024368876,-97.7858304977
3088,143,Saturday,1,88066,30.26717305,-97.7446746667
3088,143,Saturday,2,97009,30.2670597466,-97.7445405722
3088,143,Saturday,4,9222,30.26780605,-97.74154185
3088,143,Saturday,17,700219,30.2646025833,-97.7417181333
3088,143,Saturday,18,694359,30.2635309333,-97.7406169667
3088,143,Sunday,0,9246,30.2636079743,-97.7395677567
3088,143,Sunday,3,702472,30.2687137743,-97.7360165119
3088,143,Sunday,6,9251,30.2663323362,-97.7448141575
3088,143,Sunday,18,709181,30.2494485833,-97.7500291167
3088,143,Sunday,19,11368,30.2493640765,-97.7494704723
3088,143,Sunday,22,711556,30.2777356167,-97.7360520833
3088,143,Tuesday,1,88066,30.26717305,-97.7446746667
3088,143,Tuesday,17,9247,30.265294493,-97.7385485172
3088,143,Tuesday,21,700638,30.2621373773,-97.7399837068
3088,143,Wednesday,0,386752,30.3382688791,-97.8071916103
3088,143,Wednesday,2,83313,30.2948856333,-97.8718113833
3088,143,Wednesday,20,9241,30.2707337816,-97.7537029982
3101,143,Friday,23,28562,30.29171255,-97.8601781333
3101,143,Saturday,15,15326,30.2510462058,-97.7493242919
3101,143,Monday,23,38000,30.26747125,-97.7402715667
3101,143,Tuesday,1,709919,30.2643400382,-97.7413809299
3101,143,Tuesday,23,83313,30.2948856333,-97.8718113833
3101,143,Wednesday,13,18417,30.2448597206,-97.7571630478
3101,143,Wednesday,14,81881,30.2448732833,-97.7571331833
3101,143,Wednesday,19,13087,30.2686303786,-97.7424001694
3101,143,Wednesday,21,15357,30.29611945,-97.8324151
3101,143,Wednesday,22,28562,30.29171255,-97.8601781333
3101,143,Thursday,17,9335,30.2650364594,-97.7461831119
3101,143,Thursday,19,15245,30.2642977167,-97.73298025
3101,143,Thursday,22,15357,30.29611945,-97.8324151
3102,143,Friday,15,25311,30.3366555333,-97.8042787333
3102,143,Friday,19,14802,30.4023521754,-97.7259528637
3102,143,Friday,23,28562,30.29171255,-97.8601781333
3102,143,Saturday,17,121955,30.250617981,-97.7658996582
3102,143,Saturday,18,236755,30.2650906296,-97.7475500107
3102,143,Saturday,18,174857,30.265088313,-97.7463456988
3102,143,Sunday,22,28562,30.29171255,-97.8601781333
3102,143,Monday,15,25175,30.2963208,-97.8320287
3102,143,Wednesday,23,70291,30.2745494,-97.7645935
3102,143,Thursday,0,9340,30.2640736232,-97.7426227927
3102,143,Thursday,23,14811,30.4004667474,-97.7271813154
3113,143,Saturday,12,25175,30.2963208,-97.8320287
3113,143,Saturday,13,614226,30.36575125,-97.7379915167
3113,143,Saturday,22,17549,30.24783225,-97.7549419833
3113,143,Sunday,1,83313,30.2948856333,-97.8718113833
3113,143,Sunday,12,3834592,30.4017692003,-97.7263069153
3113,143,Sunday,15,11592,30.4017738271,-97.726457119
3113,143,Monday,19,88378,29.8854518,-97.6724846
3113,143,Tuesday,23,988451,27.8388408167,-97.06107355
3113,143,Thursday,17,51786,30.2668674465,-97.7418448098
3113,143,Thursday,19,18686,30.27765235,-97.7514181667
3113,143,Thursday,21,187192,30.2740426333,-97.7484306333
3113,143,Thursday,23,1464402,30.2701179833,-97.7504964833
3115,143,Friday,1,202560,38.9603036542,-119.9414567564
3115,143,Saturday,17,23527,39.5059758981,-119.7758865322
3115,143,Sunday,20,22071,30.26175155,-97.7618140833
3115,143,Monday,13,18417,30.2448597206,-97.7571630478
3115,143,Monday,14,81881,30.2448732833,-97.7571331833
3115,143,Monday,20,25175,30.2963208,-97.8320287
3115,143,Tuesday,14,9335,30.2650364594,-97.7461831119
3115,143,Tuesday,16,17831,30.2670273144,-97.7445030212
3115,143,Tuesday,17,283339,30.252272,-97.7098085833
3115,143,Tuesday,18,15245,30.2642977167,-97.73298025
3115,143,Wednesday,14,25175,30.2963208,-97.8320287
3115,143,Wednesday,17,9282,30.2616897558,-97.7451789379
3115,143,Thursday,1,704352,30.26591944,-97.74120974
3115,143,Thursday,19,520532,30.3370525835,-97.8041192789
4879,218,Thursday,20,18235,35.525110142,-97.5439167023
4879,218,Saturday,16,206264,35.5815127167,-97.5778618167
4879,218,Sunday,3,55512,35.522553,-97.533157
4879,218,Sunday,3,25661,35.5225379167,-97.53287195
4879,218,Sunday,4,36372,35.5240111,-97.5298203
4879,218,Sunday,20,26186,35.5462294,-97.612698
4879,218,Monday,14,63579,35.4857199,-97.5394757833
4879,218,Monday,15,82846,35.5224633833,-97.5468372167
4879,218,Monday,16,27753,35.5335200979,-97.5656120478
4879,218,Monday,16,28108,35.5251892667,-97.5483711833
4879,218,Monday,19,18231,35.5250490195,-97.5444102287
4879,218,Tuesday,1,28815,35.53849995,-97.59412605
4879,218,Tuesday,22,48195,35.5247895167,-97.5448139
4879,218,Wednesday,0,161105,35.6223983765,-97.5671005249
4879,218,Wednesday,16,185861,35.52309304,-97.54161065
4879,218,Wednesday,20,18231,35.5250490195,-97.5444102287
4880,218,Thursday,21,18235,35.525110142,-97.5439167023
4880,218,Saturday,0,76816,35.5652136333,-97.5617901833
4880,218,Sunday,0,34830,35.5463875833,-97.61054215
4880,218,Sunday,0,200970,35.5675367333,-97.657332
4880,218,Sunday,20,61480,35.5612325333,-97.6483828
4880,218,Monday,17,28108,35.5251892667,-97.5483711833
4880,218,Monday,20,18235,35.525110142,-97.5439167023
4880,218,Tuesday,15,23188,35.6084676167,-97.6196871833
4880,218,Tuesday,16,28108,35.5251892667,-97.5483711833
4880,218,Tuesday,22,18235,35.525110142,-97.5439167023
4880,218,Wednesday,0,76816,35.5652136333,-97.5617901833
4880,218,Wednesday,19,28108,35.5251892667,-97.5483711833
4880,218,Wednesday,21,18235,35.525110142,-97.5439167023
4881,218,Thursday,22,18235,35.525110142,-97.5439167023
4881,218,Friday,1,206264,35.5815127167,-97.5778618167
4881,218,Friday,21,18235,35.525110142,-97.5439167023
4881,218,Saturday,1,32658,35.5658429,-97.5775473833
4881,218,Sunday,16,49689,35.6073719,-97.6213858333
4881,218,Sunday,21,33538,35.5964477,-97.6205568833
4881,218,Monday,20,18235,35.525110142,-97.5439167023
4881,218,Tuesday,15,23188,35.6084676167,-97.6196871833
4881,218,Wednesday,19,28108,35.5251892667,-97.5483711833
4881,218,Wednesday,19,18231,35.5250490195,-97.5444102287
4882,218,Thursday,0,55087,35.6107216333,-97.58349895
4882,218,Thursday,15,23188,35.6084676167,-97.6196871833
4882,218,Thursday,15,28108,35.5251892667,-97.5483711833
4882,218,Thursday,18,18231,35.5250490195,-97.5444102287
4882,218,Sunday,17,23188,35.6084676167,-97.6196871833
4882,218,Sunday,18,33538,35.5964477,-97.6205568833
4882,218,Monday,19,18231,35.5250490195,-97.5444102287
4882,218,Tuesday,18,18235,35.525110142,-97.5439167023
4882,218,Tuesday,20,81028,35.6149196853,-97.5672450245
4882,218,Wednesday,20,25020,35.5310592302,-97.5660906748
4888,218,Friday,3,41889,35.8639251167,-105.9940369167
4888,218,Friday,17,21282,35.68902355,-105.93655475
4888,218,Friday,20,290248,35.6859285556,-105.9398497151
4888,218,Friday,21,473515,35.6872725174,-105.9399327021
4888,218,Saturday,3,447200,35.6895176,-105.9371908
4888,218,Saturday,16,13862,35.6874132,-105.9385871833
4888,218,Saturday,22,473515,35.6872725174,-105.9399327021
4888,218,Saturday,23,70359,35.6865115422,-105.9362000227
4888,218,Monday,16,21282,35.68902355,-105.93655475
4888,218,Monday,18,290248,35.6859285556,-105.9398497151
4888,218,Tuesday,20,225242,32.8975066877,-97.0447361469
4888,218,Wednesday,0,25567,35.3966591152,-97.5961661339
4888,218,Wednesday,2,497640,35.6112378025,-97.6021742821
4888,218,Wednesday,19,38080,35.5500404,-97.619782
4888,218,Wednesday,20,28108,35.5251892667,-97.5483711833
4888,218,Wednesday,22,487127,35.5250592109,-97.5465917018
4888,218,Thursday,0,76816,35.5652136333,-97.5617901833
4888,218,Thursday,15,23188,35.6084676167,-97.6196871833
4888,218,Thursday,15,28108,35.5251892667,-97.5483711833
4888,218,Thursday,19,38080,35.5500404,-97.619782
4888,218,Thursday,20,80136,35.5281346667,-97.5701536833
4890,218,Friday,0,34830,35.5463875833,-97.61054215
4890,218,Friday,16,23188,35.6084676167,-97.6196871833
4890,218,Friday,22,18231,35.5250490195,-97.5444102287
4890,218,Saturday,0,101440,35.5302093399,-97.5746011734
4890,218,Saturday,15,23188,35.6084676167,-97.6196871833
4890,218,Saturday,18,28108,35.5251892667,-97.5483711833
4890,218,Sunday,4,389240,35.6101189667,-97.5756494167
4890,218,Sunday,18,23188,35.6084676167,-97.6196871833
4890,218,Monday,0,43327,35.5650568216,-97.5623703003
4890,218,Monday,18,512639,35.51040464,-97.52967429
4890,218,Monday,20,404161,35.5225288306,-97.5417464961
4890,218,Monday,20,94435,35.493182022,-97.5115554987
4890,218,Monday,20,12431,35.47769665,-97.5140476167
4894,218,Friday,14,23188,35.6084676167,-97.6196871833
4894,218,Friday,15,28108,35.5251892667,-97.5483711833
4894,218,Friday,19,76816,35.5652136333,-97.5617901833
4894,218,Saturday,15,23188,35.6084676167,-97.6196871833
4894,218,Saturday,15,28108,35.5251892667,-97.5483711833
4894,218,Saturday,19,28108,35.5251892667,-97.5483711833
4894,218,Saturday,21,18231,35.5250490195,-97.5444102287
