tid,label,day,hour,poi,price,rating,weather
128,6,Sunday,21,Travel & Transport,-999,-999.0,Clouds
129,6,Monday,12,Travel & Transport,-999,-999.0,Fog
129,6,Monday,13,Professional & Other Places,-999,-999.0,Clear
129,6,Monday,14,Food,1,-999.0,Clear
129,6,Monday,16,Travel & Transport,-999,5.8,Clear
129,6,Monday,17,Travel & Transport,-999,-999.0,Clear
129,6,Tuesday,21,Outdoors & Recreation,-999,7.0,Clear
129,6,Tuesday,22,Food,1,4.9,Clear
129,6,Wednesday,16,Travel & Transport,-999,-999.0,Clouds
129,6,Wednesday,17,Travel & Transport,-999,5.7,Clouds
129,6,Wednesday,18,Travel & Transport,-999,-999.0,Clouds
129,6,Wednesday,21,Travel & Transport,-999,-999.0,Clear
129,6,Wednesday,22,Travel & Transport,-999,-999.0,Clear
129,6,Thursday,16,Professional & Other Places,-999,-999.0,Clear
129,6,Thursday,19,Travel & Transport,-999,-999.0,Clear
129,6,Thursday,21,Outdoors & Recreation,-999,7.0,Clear
129,6,Thursday,22,Food,1,4.9,Unknown
129,6,Thursday,23,Travel & Transport,-999,-999.0,Clear
129,6,Sunday,0,Residence,-999,-999.0,Rain
129,6,Sunday,9,Professional & Other Places,-999,-999.0,Clouds
129,6,Sunday,13,Travel & Transport,-999,-999.0,Unknown
129,6,Sunday,16,Food,1,7.1,Clouds
129,6,Sunday,17,Travel & Transport,-999,-999.0,Rain
130,6,Tuesday,0,Residence,-999,-999.0,Clouds
130,6,Tuesday,17,Travel & Transport,-999,-999.0,Clouds
130,6,Tuesday,18,Travel & Transport,-999,-999.0,Clouds
130,6,Tuesday,22,Travel & Transport,-999,-999.0,Clouds
130,6,Wednesday,19,Travel & Transport,-999,-999.0,Clear
130,6,Thursday,4,College & University,-999,-999.0,Clear
130,6,Friday,17,Travel & Transport,-999,-999.0,Clear
130,6,Friday,20,Travel & Transport,-999,5.3,Clear
130,6,Friday,21,Travel & Transport,-999,-999.0,Clear
130,6,Sunday,11,Travel & Transport,-999,5.0,Clouds
130,6,Sunday,13,Travel & Transport,-999,-999.0,Clouds
130,6,Sunday,19,Travel & Transport,-999,-999.0,Rain
130,6,Sunday,20,Professional & Other Places,-999,-999.0,Clouds
132,6,Thursday,3,Residence,-999,-999.0,Rain
132,6,Thursday,16,Professional & Other Places,-999,-999.0,Clouds
132,6,Thursday,17,Travel & Transport,-999,-999.0,Clouds
132,6,Thursday,19,Travel & Transport,-999,5.3,Clouds
132,6,Friday,0,Residence,-999,-999.0,Clouds
132,6,Friday,19,Travel & Transport,-999,-999.0,Clear
132,6,Friday,22,Professional & Other Places,-999,-999.0,Clear
132,6,Friday,22,Travel & Transport,-999,-999.0,Clear
132,6,Saturday,17,Residence,-999,-999.0,Clouds
132,6,Sunday,18,Travel & Transport,-999,-999.0,Clear
132,6,Sunday,23,Residence,-999,-999.0,Clear
134,6,Monday,1,Professional & Other Places,-999,-999.0,Clouds
134,6,Monday,5,Travel & Transport,-999,-999.0,Clouds
134,6,Monday,7,Travel & Transport,-999,-999.0,Clear
134,6,Monday,8,Travel & Transport,-999,-999.0,Clear
134,6,Monday,20,Travel & Transport,-999,-999.0,Clear
134,6,Tuesday,3,Travel & Transport,-999,-999.0,Clear
134,6,Tuesday,20,Travel & Transport,-999,-999.0,Clear
134,6,Wednesday,3,Travel & Transport,-999,-999.0,Clouds
134,6,Wednesday,4,Travel & Transport,-999,-999.0,Clouds
134,6,Wednesday,4,Residence,-999,-999.0,Clouds
134,6,Wednesday,18,Travel & Transport,-999,-999.0,Clouds
134,6,Wednesday,22,Travel & Transport,-999,-999.0,Clear
134,6,Thursday,1,Travel & Transport,-999,-999.0,Clear
134,6,Thursday,3,Outdoors & Recreation,-999,9.0,Clear
134,6,Thursday,4,Food,1,-999.0,Clear
134,6,Thursday,22,Travel & Transport,-999,-999.0,Clear
134,6,Friday,2,Professional & Other Places,-999,-999.0,Clear
134,6,Friday,4,Travel & Transport,-999,-999.0,Clear
134,6,Saturday,8,Travel & Transport,-999,-999.0,Clouds
134,6,Sunday,1,Outdoors & Recreation,-999,9.0,Clouds
134,6,Sunday,22,Food,1,5.4,Clouds
134,6,Sunday,23,Travel & Transport,-999,-999.0,Clouds
137,6,Tuesday,18,Residence,-999,-999.0,Fog
137,6,Tuesday,20,Travel & Transport,-999,-999.0,Clouds
137,6,Thursday,4,Travel & Transport,-999,-999.0,Rain
137,6,Thursday,6,Residence,-999,-999.0,Rain
137,6,Friday,2,Professional & Other Places,-999,-999.0,Clear
137,6,Friday,3,Food,2,8.6,Clouds
137,6,Friday,4,Food,1,5.3,Clear
137,6,Friday,5,Travel & Transport,-999,-999.0,Clear
137,6,Friday,5,Travel & Transport,-999,-999.0,Clear
137,6,Friday,7,Travel & Transport,-999,-999.0,Clouds
137,6,Friday,9,Residence,-999,-999.0,Clouds
137,6,Friday,18,Residence,-999,-999.0,Clear
137,6,Saturday,15,Professional & Other Places,-999,-999.0,Clouds
137,6,Saturday,16,Travel & Transport,-999,-999.0,Clouds
137,6,Saturday,19,Travel & Transport,-999,-999.0,Clouds
137,6,Saturday,19,Travel & Transport,-999,5.1,Clouds
137,6,Saturday,21,Food,1,7.9,Fog
137,6,Saturday,23,Travel & Transport,-999,-999.0,Snow
137,6,Sunday,0,Travel & Transport,-999,-999.0,Fog
138,6,Monday,13,Residence,-999,-999.0,Clouds
138,6,Monday,21,Travel & Transport,-999,-999.0,Clouds
138,6,Tuesday,1,Travel & Transport,-999,-999.0,Clouds
138,6,Tuesday,3,Professional & Other Places,-999,-999.0,Fog
138,6,Tuesday,4,Travel & Transport,-999,-999.0,Snow
138,6,Tuesday,5,Travel & Transport,-999,-999.0,Snow
138,6,Tuesday,6,Food,1,9.0,Snow
138,6,Tuesday,7,Travel & Transport,-999,-999.0,Fog
138,6,Tuesday,8,Travel & Transport,-999,-999.0,Fog
138,6,Wednesday,23,Travel & Transport,-999,-999.0,Clear
138,6,Thursday,0,Travel & Transport,-999,5.9,Clear
138,6,Thursday,4,Food,1,4.9,Clear
138,6,Thursday,5,Travel & Transport,-999,6.2,Clear
138,6,Thursday,6,Residence,-999,-999.0,Clear
138,6,Friday,0,Travel & Transport,-999,-999.0,Clouds
138,6,Friday,2,Professional & Other Places,-999,-999.0,Clouds
138,6,Friday,3,Travel & Transport,-999,-999.0,Clouds
138,6,Friday,5,Travel & Transport,-999,-999.0,Clouds
139,6,Monday,0,Travel & Transport,-999,-999.0,Clear
139,6,Monday,2,Professional & Other Places,-999,-999.0,Clouds
139,6,Monday,3,Travel & Transport,-999,-999.0,Clouds
139,6,Monday,4,Travel & Transport,-999,-999.0,Clouds
139,6,Monday,20,Professional & Other Places,-999,-999.0,Clouds
139,6,Monday,20,Travel & Transport,-999,-999.0,Clouds
139,6,Monday,21,Travel & Transport,-999,-999.0,Clouds
139,6,Tuesday,4,Travel & Transport,-999,6.2,Clouds
139,6,Wednesday,0,Residence,-999,-999.0,Clear
139,6,Wednesday,20,Food,1,-999.0,Clouds
139,6,Wednesday,21,Travel & Transport,-999,-999.0,Clouds
139,6,Wednesday,23,Shop & Service,-999,9.5,Clouds
139,6,Thursday,1,Travel & Transport,-999,-999.0,Snow
139,6,Thursday,3,Travel & Transport,-999,-999.0,Clouds
139,6,Thursday,4,Food,1,8.2,Clouds
141,7,Monday,12,Food,1,7.9,Clouds
141,7,Monday,14,Shop & Service,-999,8.8,Clouds
141,7,Monday,18,Shop & Service,-999,7.7,Clouds
141,7,Monday,19,Shop & Service,-999,6.7,Clouds
141,7,Wednesday,9,Food,1,8.7,Clouds
141,7,Wednesday,9,Food,2,-999.0,Clouds
141,7,Wednesday,19,Shop & Service,-999,-999.0,Clouds
141,7,Wednesday,20,Food,1,6.3,Clouds
141,7,Thursday,18,Food,1,7.1,Clouds
141,7,Thursday,19,Shop & Service,-999,-999.0,Clouds
141,7,Friday,9,Food,1,8.7,Clear
141,7,Friday,20,Arts & Entertainment,-999,9.2,Clear
141,7,Saturday,10,Shop & Service,-999,-999.0,Clear
141,7,Saturday,11,Food,2,-999.0,Clear
141,7,Saturday,20,Food,2,8.7,Clear
141,7,Sunday,10,Food,1,8.8,Clear
141,7,Sunday,12,Shop & Service,-999,8.8,Clouds
141,7,Sunday,13,Outdoors & Recreation,-999,-999.0,Clouds
142,7,Monday,7,Professional & Other Places,-999,-999.0,Clear
142,7,Monday,8,Outdoors & Recreation,-999,8.0,Clear
142,7,Monday,16,Food,1,8.8,Clear
142,7,Tuesday,7,Professional & Other Places,-999,-999.0,Clear
142,7,Tuesday,8,Outdoors & Recreation,-999,8.0,Clear
142,7,Tuesday,10,Shop & Service,-999,8.8,Clear
142,7,Tuesday,21,Outdoors & Recreation,-999,8.0,Clear
142,7,Wednesday,9,Food,1,8.7,Clear
142,7,Wednesday,19,Shop & Service,-999,8.5,Clouds
142,7,Wednesday,19,Food,2,-999.0,Clouds
142,7,Thursday,8,Professional & Other Places,-999,-999.0,Fog
142,7,Thursday,9,Shop & Service,-999,8.8,Clouds
142,7,Thursday,9,Food,1,8.8,Clouds
142,7,Thursday,19,Arts & Entertainment,-999,9.3,Clear
142,7,Thursday,22,Nightlife Spot,2,9.1,Clear
142,7,Friday,8,Professional & Other Places,-999,-999.0,Clear
142,7,Friday,9,Food,1,8.8,Clear
142,7,Friday,14,Food,1,8.6,Clouds
142,7,Friday,22,Nightlife Spot,2,8.0,Clouds
142,7,Saturday,8,Food,2,8.5,Clouds
142,7,Sunday,11,Food,2,8.2,Rain
142,7,Sunday,13,Shop & Service,-999,8.9,Rain
142,7,Sunday,14,Outdoors & Recreation,-999,7.9,Rain
142,7,Sunday,14,Food,1,8.7,Rain
142,7,Sunday,17,Food,1,-999.0,Rain
145,7,Monday,7,Professional & Other Places,-999,-999.0,Clouds
145,7,Monday,8,Shop & Service,-999,8.9,Clouds
145,7,Monday,9,Shop & Service,-999,8.2,Clouds
145,7,Monday,16,Food,1,8.6,Clouds
145,7,Tuesday,9,Outdoors & Recreation,-999,8.0,Clouds
145,7,Tuesday,10,Shop & Service,-999,8.1,Clouds
145,7,Tuesday,12,Food,2,-999.0,Clouds
145,7,Tuesday,15,Food,1,8.8,Clouds
145,7,Wednesday,8,Food,1,-999.0,Rain
145,7,Wednesday,8,Professional & Other Places,-999,-999.0,Rain
145,7,Wednesday,9,Food,1,8.7,Rain
145,7,Wednesday,19,Food,2,-999.0,Fog
145,7,Wednesday,20,Outdoors & Recreation,-999,8.0,Clouds
145,7,Thursday,13,Food,2,-999.0,Clouds
145,7,Thursday,18,Food,3,-999.0,Clear
145,7,Thursday,20,Food,2,8.9,Clear
145,7,Friday,8,Food,1,8.7,Clear
145,7,Friday,14,Food,1,8.8,Clouds
145,7,Friday,17,Nightlife Spot,3,-999.0,Clear
146,7,Monday,7,Professional & Other Places,-999,-999.0,Clouds
146,7,Monday,8,Outdoors & Recreation,-999,8.0,Clouds
146,7,Monday,12,Food,2,-999.0,Clouds
146,7,Monday,15,Food,1,8.8,Clouds
146,7,Tuesday,8,Professional & Other Places,-999,-999.0,Clouds
146,7,Tuesday,8,Food,1,-999.0,Clouds
146,7,Tuesday,9,Shop & Service,-999,-999.0,Clouds
146,7,Wednesday,20,Travel & Transport,-999,7.9,Clear
146,7,Friday,7,Professional & Other Places,-999,-999.0,Clear
146,7,Friday,8,Food,2,7.4,Clear
146,7,Friday,10,Arts & Entertainment,-999,9.5,Clear
146,7,Friday,17,Food,3,9.4,Clear
146,7,Friday,19,Food,1,9.0,Clear
146,7,Friday,20,Outdoors & Recreation,-999,8.0,Clear
148,7,Monday,10,Food,1,8.8,Clear
148,7,Monday,11,Food,2,-999.0,Clear
148,7,Tuesday,8,Food,1,8.7,Clear
148,7,Tuesday,16,Shop & Service,-999,-999.0,Clear
148,7,Thursday,13,Shop & Service,-999,8.0,Clear
148,7,Friday,7,Professional & Other Places,-999,-999.0,Clear
148,7,Saturday,20,Nightlife Spot,2,7.9,Clear
148,7,Saturday,22,Nightlife Spot,2,6.8,Clear
148,7,Sunday,9,College & University,-999,-999.0,Clear
148,7,Sunday,12,Food,2,6.6,Clear
148,7,Sunday,21,Arts & Entertainment,-999,8.7,Clear
149,7,Monday,7,Professional & Other Places,-999,-999.0,Clouds
149,7,Monday,20,Outdoors & Recreation,-999,8.0,Clouds
149,7,Wednesday,8,Professional & Other Places,-999,-999.0,Clouds
149,7,Wednesday,9,Food,1,8.7,Clouds
149,7,Wednesday,14,Food,1,8.8,Clouds
149,7,Thursday,10,Food,1,8.8,Clear
149,7,Friday,8,Professional & Other Places,-999,-999.0,Clear
149,7,Saturday,10,Shop & Service,-999,-999.0,Clouds
149,7,Saturday,12,Food,1,8.8,Clouds
149,7,Saturday,13,Shop & Service,-999,-999.0,Clouds
149,7,Saturday,13,Food,2,-999.0,Clouds
149,7,Saturday,13,Food,1,7.9,Clouds
149,7,Sunday,18,Outdoors & Recreation,-999,8.0,Clouds
152,7,Tuesday,9,Food,1,8.8,Clear
152,7,Tuesday,9,Food,2,-999.0,Clear
152,7,Tuesday,21,Outdoors & Recreation,-999,-999.0,Clear
152,7,Thursday,9,Food,1,8.8,Clear
152,7,Thursday,20,Outdoors & Recreation,-999,8.0,Clear
152,7,Thursday,23,Arts & Entertainment,-999,8.7,Clear
152,7,Friday,21,Outdoors & Recreation,-999,8.0,Clear
152,7,Saturday,9,Shop & Service,-999,9.4,Clear
152,7,Saturday,10,Outdoors & Recreation,-999,8.0,Clear
152,7,Saturday,17,Arts & Entertainment,-999,8.2,Clear
152,7,Sunday,11,Food,1,8.7,Clouds
152,7,Sunday,12,Food,2,8.2,Clear
153,7,Monday,8,Outdoors & Recreation,-999,8.0,Clouds
153,7,Monday,10,Food,1,8.8,Clear
153,7,Thursday,12,Food,2,8.4,Clear
153,7,Thursday,21,Food,1,-999.0,Clear
153,7,Thursday,21,Outdoors & Recreation,-999,9.4,Clear
153,7,Thursday,21,Nightlife Spot,2,7.7,Clear
153,7,Friday,11,Food,1,8.8,Clear
153,7,Friday,11,Food,2,-999.0,Clear
153,7,Friday,11,Food,2,8.4,Clear
153,7,Friday,19,Arts & Entertainment,-999,7.2,Clear
153,7,Sunday,13,Food,1,8.8,Clouds
285,12,Tuesday,17,Shop & Service,-999,5.3,Clear
285,12,Wednesday,7,Food,1,-999.0,Clouds
285,12,Wednesday,18,Shop & Service,-999,-999.0,Clear
285,12,Wednesday,19,Shop & Service,-999,5.3,Clear
285,12,Thursday,7,Food,1,-999.0,Clear
285,12,Friday,11,Shop & Service,-999,6.7,Clear
285,12,Saturday,16,Food,1,6.8,Clear
285,12,Sunday,11,Food,1,-999.0,Clear
285,12,Sunday,13,Food,2,-999.0,Clear
285,12,Sunday,17,Shop & Service,-999,5.3,Clear
287,12,Monday,7,Food,1,5.7,Clear
287,12,Monday,17,Travel & Transport,-999,-999.0,Clear
287,12,Tuesday,7,Food,1,-999.0,Clear
287,12,Tuesday,17,Travel & Transport,-999,-999.0,Clear
287,12,Tuesday,18,Shop & Service,-999,6.7,Clear
287,12,Tuesday,18,Shop & Service,-999,-999.0,Clear
287,12,Wednesday,18,Travel & Transport,-999,-999.0,Clouds
287,12,Wednesday,18,Shop & Service,-999,6.7,Clouds
287,12,Wednesday,18,Food,2,5.8,Clouds
287,12,Thursday,18,Travel & Transport,-999,-999.0,Clear
287,12,Thursday,19,Shop & Service,-999,5.3,Clear
287,12,Friday,7,Food,1,-999.0,Clear
287,12,Friday,17,Travel & Transport,-999,-999.0,Clouds
287,12,Friday,20,Food,2,-999.0,Clouds
287,12,Saturday,6,Food,1,7.0,Clouds
287,12,Saturday,14,Food,1,7.1,Clouds
287,12,Saturday,15,Shop & Service,-999,6.7,Clear
287,12,Sunday,9,Shop & Service,-999,6.7,Clouds
287,12,Sunday,15,Shop & Service,-999,7.2,Rain
287,12,Sunday,16,Shop & Service,-999,7.7,Rain
287,12,Sunday,16,Shop & Service,-999,5.3,Rain
288,12,Monday,6,Travel & Transport,-999,-999.0,Clouds
288,12,Monday,19,Shop & Service,-999,6.7,Clouds
288,12,Tuesday,7,Travel & Transport,-999,-999.0,Clouds
288,12,Tuesday,18,Shop & Service,-999,-999.0,Clouds
288,12,Tuesday,18,Food,1,-999.0,Clouds
288,12,Tuesday,19,Shop & Service,-999,-999.0,Clouds
288,12,Wednesday,7,Food,1,-999.0,Clear
288,12,Wednesday,18,Shop & Service,-999,-999.0,Clouds
288,12,Wednesday,18,Shop & Service,-999,6.7,Clouds
288,12,Wednesday,19,Food,1,-999.0,Clouds
288,12,Wednesday,19,Shop & Service,-999,5.3,Clear
288,12,Thursday,6,Food,1,-999.0,Clouds
288,12,Friday,7,Food,1,-999.0,Clouds
288,12,Friday,18,Food,1,-999.0,Clear
288,12,Saturday,6,Food,1,7.0,Clear
288,12,Saturday,7,Travel & Transport,-999,-999.0,Clear
288,12,Saturday,14,Food,1,7.9,Clear
288,12,Saturday,14,Food,1,6.6,Clear
288,12,Saturday,15,Professional & Other Places,-999,-999.0,Clear
288,12,Saturday,17,Shop & Service,-999,-999.0,Clear
288,12,Saturday,20,Food,2,7.3,Clear
288,12,Saturday,21,Shop & Service,-999,6.7,Clear
288,12,Sunday,11,Shop & Service,-999,6.7,Clear
288,12,Sunday,11,Food,1,8.8,Clear
288,12,Sunday,13,Shop & Service,-999,6.0,Clear
288,12,Sunday,14,Shop & Service,-999,6.7,Clear
288,12,Sunday,17,Shop & Service,-999,5.3,Clear
290,12,Monday,17,Shop & Service,-999,6.7,Rain
290,12,Tuesday,6,Food,1,-999.0,Clouds
290,12,Tuesday,17,Travel & Transport,-999,-999.0,Clouds
290,12,Tuesday,18,Shop & Service,-999,-999.0,Clouds
290,12,Tuesday,19,Shop & Service,-999,5.3,Clouds
290,12,Tuesday,20,Food,2,5.8,Clouds
290,12,Wednesday,6,Food,1,-999.0,Rain
290,12,Wednesday,18,Shop & Service,-999,6.7,Fog
290,12,Wednesday,19,Food,1,-999.0,Fog
290,12,Wednesday,19,Shop & Service,-999,-999.0,Clouds
290,12,Thursday,21,Travel & Transport,-999,-999.0,Clear
290,12,Friday,7,Travel & Transport,-999,-999.0,Clear
290,12,Friday,7,Food,1,-999.0,Clear
290,12,Friday,18,Shop & Service,-999,-999.0,Clear
290,12,Friday,18,Food,1,6.8,Clear
290,12,Saturday,6,Food,1,7.0,Clear
290,12,Saturday,7,Travel & Transport,-999,-999.0,Clear
290,12,Saturday,13,Professional & Other Places,-999,-999.0,Clear
290,12,Saturday,14,Food,2,8.4,Clear
290,12,Saturday,15,Food,1,8.7,Clear
290,12,Saturday,21,Food,2,7.3,Clear
290,12,Sunday,11,Shop & Service,-999,6.7,Clear
290,12,Sunday,13,Food,1,-999.0,Clear
290,12,Sunday,14,Shop & Service,-999,7.2,Clear
290,12,Sunday,15,Shop & Service,-999,7.7,Clouds
290,12,Sunday,16,Food,1,7.0,Clouds
290,12,Sunday,17,Shop & Service,-999,5.3,Clouds
290,12,Sunday,18,Food,2,5.8,Clear
292,12,Monday,7,Food,1,-999.0,Clouds
292,12,Monday,18,Travel & Transport,-999,-999.0,Clouds
292,12,Tuesday,6,Travel & Transport,-999,-999.0,Rain
292,12,Tuesday,7,Food,1,-999.0,Rain
292,12,Wednesday,18,Shop & Service,-999,6.5,Clear
292,12,Friday,9,Food,1,-999.0,Clouds
292,12,Friday,17,Travel & Transport,-999,-999.0,Clouds
292,12,Saturday,19,Food,1,5.4,Clouds
292,12,Saturday,19,Shop & Service,-999,6.4,Clouds
292,12,Saturday,21,Food,1,7.5,Clear
292,12,Sunday,9,Shop & Service,-999,6.7,Clear
292,12,Sunday,19,Shop & Service,-999,6.4,Clouds
292,12,Sunday,21,Shop & Service,-999,6.7,Clouds
293,12,Monday,10,Shop & Service,-999,6.7,Clear
293,12,Monday,13,Food,2,7.2,Clear
293,12,Monday,13,Food,1,7.4,Clear
293,12,Monday,14,Shop & Service,-999,6.8,Clear
293,12,Monday,19,Shop & Service,-999,6.5,Clear
293,12,Monday,20,Food,1,6.8,Clear
293,12,Tuesday,19,Shop & Service,-999,-999.0,Clear
293,12,Tuesday,20,Shop & Service,-999,5.3,Clouds
293,12,Thursday,17,Travel & Transport,-999,-999.0,Clear
293,12,Friday,7,Food,1,-999.0,Clear
293,12,Saturday,18,Shop & Service,-999,6.7,Clear
293,12,Saturday,21,Food,2,7.0,Clear
293,12,Sunday,9,Shop & Service,-999,6.7,Clear
293,12,Sunday,15,Shop & Service,-999,5.3,Clouds
293,12,Sunday,18,Food,2,5.8,Clouds
294,12,Monday,7,Food,1,-999.0,Clouds
294,12,Monday,18,Travel & Transport,-999,-999.0,Clouds
294,12,Monday,19,Food,1,-999.0,Clouds
294,12,Tuesday,6,Food,1,-999.0,Clouds
294,12,Wednesday,6,Food,1,-999.0,Clouds
294,12,Wednesday,18,Travel & Transport,-999,-999.0,Clouds
294,12,Wednesday,19,Food,2,5.8,Rain
294,12,Thursday,6,Food,1,-999.0,Clear
294,12,Thursday,17,Travel & Transport,-999,-999.0,Clouds
294,12,Friday,7,Travel & Transport,-999,-999.0,Clear
294,12,Friday,7,Food,1,-999.0,Clear
294,12,Friday,20,Food,2,-999.0,Clouds
294,12,Saturday,6,Food,1,7.0,Clear
294,12,Saturday,7,Travel & Transport,-999,-999.0,Clear
294,12,Saturday,14,Travel & Transport,-999,-999.0,Clouds
294,12,Saturday,16,Food,1,-999.0,Clouds
294,12,Saturday,18,Food,1,6.6,Rain
294,12,Saturday,19,Shop & Service,-999,-999.0,Clouds
294,12,Saturday,20,Food,2,8.3,Clouds
294,12,Saturday,22,Shop & Service,-999,6.7,Clear
294,12,Sunday,9,Shop & Service,-999,6.7,Clear
294,12,Sunday,14,Food,2,8.1,Clouds
294,12,Sunday,18,Shop & Service,-999,5.3,Clouds
309,12,Tuesday,18,Shop & Service,-999,6.2,Clear
309,12,Wednesday,18,Shop & Service,-999,8.0,Clear
309,12,Wednesday,20,Food,1,-999.0,Clear
309,12,Thursday,16,Shop & Service,-999,6.7,Clear
309,12,Thursday,18,Shop & Service,-999,6.8,Clear
309,12,Friday,8,Shop & Service,-999,5.6,Clear
309,12,Friday,17,Outdoors & Recreation,-999,-999.0,Clear
309,12,Saturday,14,Shop & Service,-999,7.5,Clouds
309,12,Saturday,16,Shop & Service,-999,8.2,Clouds
309,12,Saturday,17,Food,3,7.8,Clear
309,12,Saturday,18,Food,2,6.1,Clouds
309,12,Sunday,16,Food,1,7.7,Clouds
330,14,Monday,7,Outdoors & Recreation,-999,9.6,Clear
330,14,Tuesday,6,Outdoors & Recreation,-999,9.6,Clear
330,14,Tuesday,13,Professional & Other Places,-999,-999.0,Clouds
330,14,Wednesday,11,Outdoors & Recreation,-999,9.6,Clouds
330,14,Thursday,6,Outdoors & Recreation,-999,9.6,Clear
330,14,Friday,7,Outdoors & Recreation,-999,9.6,Clear
330,14,Saturday,10,Outdoors & Recreation,-999,9.6,Clear
330,14,Saturday,18,Outdoors & Recreation,-999,9.6,Clouds
330,14,Sunday,6,Outdoors & Recreation,-999,9.6,Clouds
330,14,Sunday,12,Food,2,7.9,Clouds
330,14,Sunday,14,Outdoors & Recreation,-999,9.6,Clouds
331,14,Monday,7,Outdoors & Recreation,-999,9.6,Clear
331,14,Tuesday,7,Outdoors & Recreation,-999,9.6,Clear
331,14,Tuesday,15,Outdoors & Recreation,-999,9.6,Clear
331,14,Wednesday,8,Professional & Other Places,-999,-999.0,Clear
331,14,Thursday,8,Outdoors & Recreation,-999,9.6,Fog
331,14,Thursday,14,Outdoors & Recreation,-999,9.6,Clear
331,14,Thursday,20,Food,2,9.4,Clear
331,14,Thursday,20,Outdoors & Recreation,-999,9.6,Clear
331,14,Friday,7,Outdoors & Recreation,-999,9.6,Clear
331,14,Saturday,8,Outdoors & Recreation,-999,9.6,Clouds
331,14,Saturday,10,Shop & Service,-999,9.6,Clear
331,14,Saturday,19,Food,2,8.1,Clear
331,14,Sunday,8,Outdoors & Recreation,-999,9.6,Clouds
331,14,Sunday,12,Outdoors & Recreation,-999,9.6,Rain
334,14,Monday,7,Outdoors & Recreation,-999,9.6,Clouds
334,14,Tuesday,7,Outdoors & Recreation,-999,9.6,Clouds
334,14,Tuesday,14,Outdoors & Recreation,-999,9.6,Clouds
334,14,Wednesday,7,Outdoors & Recreation,-999,9.6,Rain
334,14,Wednesday,19,Outdoors & Recreation,-999,9.6,Fog
334,14,Thursday,19,Outdoors & Recreation,-999,9.6,Clouds
334,14,Friday,7,Outdoors & Recreation,-999,9.6,Clear
334,14,Friday,14,Food,4,9.1,Clouds
334,14,Friday,17,Outdoors & Recreation,-999,9.6,Clear
334,14,Friday,18,Shop & Service,-999,9.5,Clear
334,14,Saturday,8,Outdoors & Recreation,-999,9.6,Clear
334,14,Saturday,17,Outdoors & Recreation,-999,9.6,Clear
334,14,Saturday,19,Nightlife Spot,2,-999.0,Clear
334,14,Sunday,7,Outdoors & Recreation,-999,9.6,Clear
334,14,Sunday,12,Food,3,8.5,Clear
334,14,Sunday,18,Food,2,9.4,Clear
335,14,Monday,7,Outdoors & Recreation,-999,9.6,Clouds
335,14,Monday,8,Outdoors & Recreation,-999,9.6,Clouds
335,14,Tuesday,9,Outdoors & Recreation,-999,9.6,Clouds
335,14,Tuesday,12,Outdoors & Recreation,-999,9.6,Rain
335,14,Tuesday,13,Shop & Service,-999,6.7,Rain
