tid,label,lat,lon,day,hour,poi,category,price,rating,weather
128,6,40.6086420833785,-73.8190376758575,Monday,19,35508,Outdoors & Recreation,-999,-999.0,Clear
128,6,40.734055576476294,-73.8708472251892,Monday,20,1655,Shop & Service,-999,7.5,Clear
128,6,40.733372474683705,-73.8711404741537,Monday,20,15419,Travel & Transport,-999,-999.0,Clear
128,6,40.7631337910326,-73.8752118314646,Monday,21,33403,Travel & Transport,-999,-999.0,Clear
128,6,40.7572212983984,-73.9915466308594,Thursday,2,35349,Travel & Transport,-999,5.5,Clear
128,6,40.7564898726738,-73.9862680435181,Thursday,2,21033,Outdoors & Recreation,-999,9.0,Clear
128,6,40.815540684618,-73.9584234721819,Thursday,2,4496,Travel & Transport,-999,-999.0,Clear
128,6,40.833165200622396,-73.9418603427692,Saturday,14,36348,Residence,-999,-999.0,Clouds
128,6,40.831282826478294,-73.941392502021,Saturday,15,25127,Travel & Transport,-999,-999.0,Clouds
128,6,40.6900872257332,-73.9817776229191,Saturday,17,11007,Professional & Other Places,-999,-999.0,Clouds
128,6,40.8278390825735,-73.92576813697809,Saturday,18,4278,Travel & Transport,-999,6.2,Clouds
128,6,40.833165200622396,-73.9418603427692,Sunday,0,15703,Residence,-999,-999.0,Clouds
128,6,40.7085883614824,-73.9910316467285,Sunday,12,18603,Travel & Transport,-999,-999.0,Fog
128,6,40.6914746462291,-73.9873838424683,Sunday,13,9227,Travel & Transport,-999,-999.0,Fog
128,6,40.7306323510853,-73.9996371281808,Sunday,14,24929,College & University,-999,-999.0,Fog
128,6,40.8002312249141,-73.8288116455078,Sunday,20,19147,Outdoors & Recreation,-999,-999.0,Clouds
128,6,40.86046649134129,-73.92554283142091,Sunday,21,1220,Travel & Transport,-999,-999.0,Clouds
129,6,40.821344149632296,-73.9540386199951,Monday,12,16181,Travel & Transport,-999,-999.0,Fog
129,6,40.6900872257332,-73.9817776229191,Monday,13,11007,Professional & Other Places,-999,-999.0,Clear
129,6,40.6897825572405,-73.9810752868652,Monday,14,24955,Food,1,-999.0,Clear
129,6,40.6889893757358,-73.98129925131799,Monday,16,32848,Travel & Transport,-999,5.8,Clear
129,6,40.662169710863296,-73.86484090153671,Monday,17,3325,Travel & Transport,-999,-999.0,Clear
129,6,40.6963140173316,-73.9906616720344,Tuesday,21,20072,Outdoors & Recreation,-999,7.0,Clear
129,6,40.688754094088104,-73.9806412614152,Tuesday,22,3431,Food,1,4.9,Clear
129,6,40.7085883614824,-73.9910316467285,Wednesday,16,18603,Travel & Transport,-999,-999.0,Clouds
129,6,40.771059262528404,-73.9176545604588,Wednesday,17,6483,Travel & Transport,-999,5.7,Clouds
129,6,40.7660790376824,-73.88352870941159,Wednesday,18,26534,Travel & Transport,-999,-999.0,Clouds
129,6,40.803291864361896,-73.9328276594543,Wednesday,21,5841,Travel & Transport,-999,-999.0,Clear
129,6,40.6904333657826,-73.9852809906006,Wednesday,22,19281,Travel & Transport,-999,-999.0,Clear
129,6,40.6900872257332,-73.9817776229191,Thursday,16,11007,Professional & Other Places,-999,-999.0,Clear
129,6,40.689912719457396,-73.9815044403076,Thursday,19,35589,Travel & Transport,-999,-999.0,Clear
129,6,40.6963140173316,-73.9906616720344,Thursday,21,20072,Outdoors & Recreation,-999,7.0,Clear
129,6,40.688754094088104,-73.9806412614152,Thursday,22,3431,Food,1,4.9,Unknown
129,6,40.7661619622658,-73.9775764953862,Thursday,23,28739,Travel & Transport,-999,-999.0,Clear
129,6,40.833165200622396,-73.9418603427692,Sunday,0,15703,Residence,-999,-999.0,Rain
129,6,40.6900872257332,-73.9817776229191,Sunday,9,11007,Professional & Other Places,-999,-999.0,Clouds
129,6,40.7136501283367,-73.830267186553,Sunday,13,21965,Travel & Transport,-999,-999.0,Unknown
129,6,40.6901232953871,-73.9840790213382,Sunday,16,14507,Food,1,7.1,Clouds
129,6,40.8079950658704,-73.9638555049896,Sunday,17,5679,Travel & Transport,-999,-999.0,Rain
130,6,40.833165200622396,-73.9418603427692,Tuesday,0,15703,Residence,-999,-999.0,Clouds
130,6,40.675536508907705,-73.8717549157205,Tuesday,17,34228,Travel & Transport,-999,-999.0,Clouds
130,6,40.6990888502098,-73.80676279569451,Tuesday,18,36806,Travel & Transport,-999,-999.0,Clouds
130,6,40.7519046092262,-73.9866960394024,Tuesday,22,19161,Travel & Transport,-999,-999.0,Clouds
130,6,40.7014573241921,-74.01321428847191,Wednesday,19,1483,Travel & Transport,-999,-999.0,Clear
130,6,40.8332608333333,-73.94581555,Thursday,4,17083,College & University,-999,-999.0,Clear
130,6,40.8173027038574,-73.9585418701172,Friday,17,29183,Travel & Transport,-999,-999.0,Clear
130,6,40.773839,-73.87122,Friday,20,37696,Travel & Transport,-999,5.3,Clear
130,6,40.7631337910326,-73.8752118314646,Friday,21,33403,Travel & Transport,-999,-999.0,Clear
130,6,40.7592855009274,-73.83078575134279,Sunday,11,13077,Travel & Transport,-999,5.0,Clouds
130,6,40.7590904609109,-73.83005619049071,Sunday,13,19163,Travel & Transport,-999,-999.0,Clouds
130,6,40.83429877508829,-74.0979492166034,Sunday,19,4550,Travel & Transport,-999,-999.0,Rain
130,6,40.914177997590706,-74.17763521463101,Sunday,20,26558,Professional & Other Places,-999,-999.0,Clouds
132,6,40.833165200622396,-73.9418603427692,Thursday,3,15703,Residence,-999,-999.0,Rain
132,6,40.6900872257332,-73.9817776229191,Thursday,16,11007,Professional & Other Places,-999,-999.0,Clouds
132,6,40.7700768232489,-73.917989730835,Thursday,17,24630,Travel & Transport,-999,-999.0,Clouds
132,6,40.773839,-73.87122,Thursday,19,37696,Travel & Transport,-999,5.3,Clouds
132,6,40.833165200622396,-73.9418603427692,Friday,0,36348,Residence,-999,-999.0,Clouds
132,6,40.6996886534352,-73.80783123752809,Friday,19,11835,Travel & Transport,-999,-999.0,Clear
132,6,40.6900872257332,-73.9817776229191,Friday,22,11007,Professional & Other Places,-999,-999.0,Clear
132,6,40.6904333657826,-73.9852809906006,Friday,22,19281,Travel & Transport,-999,-999.0,Clear
132,6,40.833165200622396,-73.9418603427692,Saturday,17,15703,Residence,-999,-999.0,Clouds
132,6,40.7085883614824,-73.9910316467285,Sunday,18,18603,Travel & Transport,-999,-999.0,Clear
132,6,40.833165200622396,-73.9418603427692,Sunday,23,15703,Residence,-999,-999.0,Clear
134,6,40.5769992443877,-73.98152589797971,Monday,1,115,Professional & Other Places,-999,-999.0,Clouds
134,6,40.6526759641946,-74.0021467208862,Monday,5,15348,Travel & Transport,-999,-999.0,Clouds
134,6,40.6557390232741,-73.90721698547141,Monday,7,33086,Travel & Transport,-999,-999.0,Clear
134,6,40.619474114084504,-73.9899587631226,Monday,8,14246,Travel & Transport,-999,-999.0,Clear
134,6,40.7085883614824,-73.9910316467285,Monday,20,18603,Travel & Transport,-999,-999.0,Clear
134,6,40.6880585097395,-73.9804905425158,Tuesday,3,34060,Travel & Transport,-999,-999.0,Clear
134,6,40.7085883614824,-73.9910316467285,Tuesday,20,18603,Travel & Transport,-999,-999.0,Clear
134,6,40.6914746462291,-73.9873838424683,Wednesday,3,9227,Travel & Transport,-999,-999.0,Clouds
134,6,40.831282826478294,-73.941392502021,Wednesday,4,25127,Travel & Transport,-999,-999.0,Clouds
134,6,40.833165200622396,-73.9418603427692,Wednesday,4,15703,Residence,-999,-999.0,Clouds
134,6,40.8341815824087,-73.945187330246,Wednesday,18,30840,Travel & Transport,-999,-999.0,Clouds
134,6,40.6053194625755,-73.9804116926189,Wednesday,22,4360,Travel & Transport,-999,-999.0,Clear
134,6,40.577455581208504,-73.9812469482422,Thursday,1,11376,Travel & Transport,-999,-999.0,Clear
134,6,40.7564898726738,-73.9862680435181,Thursday,3,21033,Outdoors & Recreation,-999,9.0,Clear
134,6,40.8341610206876,-73.94503761167971,Thursday,4,27823,Food,1,-999.0,Clear
134,6,40.577455581208504,-73.9812469482422,Thursday,22,11376,Travel & Transport,-999,-999.0,Clear
134,6,40.6900872257332,-73.9817776229191,Friday,2,11007,Professional & Other Places,-999,-999.0,Clear
134,6,40.815540684618,-73.9584234721819,Friday,4,4496,Travel & Transport,-999,-999.0,Clear
134,6,40.8192174354861,-73.9571721746063,Saturday,8,29826,Travel & Transport,-999,-999.0,Clouds
134,6,40.7564898726738,-73.9862680435181,Sunday,1,21033,Outdoors & Recreation,-999,9.0,Clouds
134,6,40.855947020185205,-73.9008381921455,Sunday,22,26217,Food,1,5.4,Clouds
134,6,40.8660975573721,-73.8943862915039,Sunday,23,29371,Travel & Transport,-999,-999.0,Clouds
137,6,40.833165200622396,-73.9418603427692,Tuesday,18,15703,Residence,-999,-999.0,Fog
137,6,40.6880585097395,-73.9804905425158,Tuesday,20,34060,Travel & Transport,-999,-999.0,Clouds
137,6,40.7679967046751,-73.9818906784058,Thursday,4,13115,Travel & Transport,-999,-999.0,Rain
137,6,40.833165200622396,-73.9418603427692,Thursday,6,36348,Residence,-999,-999.0,Rain
137,6,40.6900872257332,-73.9817776229191,Friday,2,11007,Professional & Other Places,-999,-999.0,Clear
137,6,40.69014050272521,-73.9819765090942,Friday,3,22804,Food,2,8.6,Clouds
137,6,40.750724,-73.987128,Friday,4,17844,Food,1,5.3,Clear
137,6,40.7497034836652,-73.9878129959106,Friday,5,799,Travel & Transport,-999,-999.0,Clear
137,6,40.7519046092262,-73.9866960394024,Friday,5,19161,Travel & Transport,-999,-999.0,Clear
137,6,40.689912719457396,-73.9815044403076,Friday,7,35589,Travel & Transport,-999,-999.0,Clouds
137,6,40.833165200622396,-73.9418603427692,Friday,9,36348,Residence,-999,-999.0,Clouds
137,6,40.833165200622396,-73.9418603427692,Friday,18,15703,Residence,-999,-999.0,Clear
137,6,40.5937675777609,-74.1353130340576,Saturday,15,15321,Professional & Other Places,-999,-999.0,Clouds
137,6,40.6336490127072,-74.1299458294018,Saturday,16,15706,Travel & Transport,-999,-999.0,Clouds
137,6,40.744982701929395,-73.90409938347992,Saturday,19,36892,Travel & Transport,-999,-999.0,Clouds
137,6,40.7669064372843,-73.9213804898498,Saturday,19,20624,Travel & Transport,-999,5.1,Clouds
137,6,40.726102567113706,-73.8951482014169,Saturday,21,25233,Food,1,7.9,Fog
137,6,40.775235,-73.9348447322845,Saturday,23,26097,Travel & Transport,-999,-999.0,Snow
137,6,40.765006420148204,-73.88726234436041,Sunday,0,3570,Travel & Transport,-999,-999.0,Fog
138,6,40.833165200622396,-73.9418603427692,Monday,13,15703,Residence,-999,-999.0,Clouds
138,6,40.630727792284006,-73.9771270751953,Monday,21,33074,Travel & Transport,-999,-999.0,Clouds
138,6,40.6347866881065,-74.02351989123409,Tuesday,1,15654,Travel & Transport,-999,-999.0,Clouds
138,6,40.6900872257332,-73.9817776229191,Tuesday,3,11007,Professional & Other Places,-999,-999.0,Fog
138,6,40.756506126666295,-73.9880275726318,Tuesday,4,34785,Travel & Transport,-999,-999.0,Snow
138,6,40.7600867919055,-73.99918377442721,Tuesday,5,32780,Travel & Transport,-999,-999.0,Snow
138,6,40.7317954706149,-73.9856725931168,Tuesday,6,18200,Food,1,9.0,Snow
138,6,40.7348919181315,-73.9912194013596,Tuesday,7,10333,Travel & Transport,-999,-999.0,Fog
138,6,40.7199733783619,-73.97875785827641,Tuesday,8,22187,Travel & Transport,-999,-999.0,Fog
138,6,40.7378241119311,-74.00020077824591,Wednesday,23,30909,Travel & Transport,-999,-999.0,Clear
138,6,40.7269335438612,-74.005880355835,Thursday,0,6565,Travel & Transport,-999,5.9,Clear
138,6,40.688754094088104,-73.9806412614152,Thursday,4,3431,Food,1,4.9,Clear
138,6,40.8278390825735,-73.92576813697809,Thursday,5,4278,Travel & Transport,-999,6.2,Clear
138,6,40.833165200622396,-73.9418603427692,Thursday,6,33179,Residence,-999,-999.0,Clear
138,6,40.756506126666295,-73.9880275726318,Friday,0,34785,Travel & Transport,-999,-999.0,Clouds
138,6,40.6900872257332,-73.9817776229191,Friday,2,11007,Professional & Other Places,-999,-999.0,Clouds
138,6,40.689912719457396,-73.9815044403076,Friday,3,35589,Travel & Transport,-999,-999.0,Clouds
138,6,40.815540684618,-73.9584234721819,Friday,5,4496,Travel & Transport,-999,-999.0,Clouds
139,6,40.756506126666295,-73.9880275726318,Monday,0,34785,Travel & Transport,-999,-999.0,Clear
139,6,40.6900872257332,-73.9817776229191,Monday,2,11007,Professional & Other Places,-999,-999.0,Clouds
139,6,40.6904333657826,-73.9852809906006,Monday,3,19281,Travel & Transport,-999,-999.0,Clouds
139,6,40.815540684618,-73.9584234721819,Monday,4,4496,Travel & Transport,-999,-999.0,Clouds
139,6,40.6900872257332,-73.9817776229191,Monday,20,11007,Professional & Other Places,-999,-999.0,Clouds
139,6,40.6880585097395,-73.9804905425158,Monday,20,34060,Travel & Transport,-999,-999.0,Clouds
139,6,40.7795008576189,-73.9558461945179,Monday,21,8085,Travel & Transport,-999,-999.0,Clouds
139,6,40.8278390825735,-73.92576813697809,Tuesday,4,4278,Travel & Transport,-999,6.2,Clouds
139,6,40.833165200622396,-73.9418603427692,Wednesday,0,36348,Residence,-999,-999.0,Clear
139,6,40.689612,-73.981096,Wednesday,20,36314,Food,1,-999.0,Clouds
139,6,40.7085883614824,-73.9910316467285,Wednesday,21,18603,Travel & Transport,-999,-999.0,Clouds
139,6,40.7540712357943,-73.9844635415781,Wednesday,23,12893,Shop & Service,-999,9.5,Clouds
139,6,40.7586233891381,-73.98165136086159,Thursday,1,37747,Travel & Transport,-999,-999.0,Snow
139,6,40.71163490408129,-74.01029350146509,Thursday,3,17066,Travel & Transport,-999,-999.0,Clouds
139,6,40.8340978041072,-73.94526722258809,Thursday,4,21580,Food,1,8.2,Clouds
141,7,40.7778713492554,-73.9547613949466,Monday,12,31849,Food,1,7.9,Clouds
141,7,40.7719139204579,-73.95900893890409,Monday,14,13798,Shop & Service,-999,8.8,Clouds
141,7,40.772891,-73.958314,Monday,18,21794,Shop & Service,-999,7.7,Clouds
141,7,40.801595647680294,-73.94871711730958,Monday,19,36254,Shop & Service,-999,6.7,Clouds
141,7,40.8100901727589,-73.9432668685913,Wednesday,9,21986,Food,1,8.7,Clouds
141,7,40.7713022794736,-73.961580379552,Wednesday,9,5049,Food,2,-999.0,Clouds
141,7,40.7245918871832,-73.9971470832825,Wednesday,19,33955,Shop & Service,-999,-999.0,Clouds
141,7,40.726536,-74.002342,Wednesday,20,21194,Food,1,6.3,Clouds
141,7,40.74267,-73.98247928,Thursday,18,14180,Food,1,7.1,Clouds
141,7,40.7428634599968,-73.98241467112591,Thursday,19,5511,Shop & Service,-999,-999.0,Clouds
141,7,40.8100901727589,-73.9432668685913,Friday,9,21986,Food,1,8.7,Clear
141,7,40.773649259291396,-73.98402163019159,Friday,20,4874,Arts & Entertainment,-999,9.2,Clear
141,7,40.773045,-73.962333,Saturday,10,6099,Shop & Service,-999,-999.0,Clear
141,7,40.7713022794736,-73.961580379552,Saturday,11,5049,Food,2,-999.0,Clear
141,7,40.788449729771294,-73.9488726854324,Saturday,20,36256,Food,2,8.7,Clear
141,7,40.77211112866,-73.96095474201341,Sunday,10,5551,Food,1,8.8,Clear
141,7,40.7719139204579,-73.95900893890409,Sunday,12,13798,Shop & Service,-999,8.8,Clouds
141,7,40.7740337440581,-73.9668488502502,Sunday,13,34070,Outdoors & Recreation,-999,-999.0,Clouds
142,7,40.7933676541078,-73.9482980610387,Monday,7,10773,Professional & Other Places,-999,-999.0,Clear
142,7,40.809270003135204,-73.9490711688995,Monday,8,6477,Outdoors & Recreation,-999,8.0,Clear
142,7,40.77211112866,-73.96095474201341,Monday,16,5551,Food,1,8.8,Clear
142,7,40.793673777441896,-73.9488433773094,Tuesday,7,10773,Professional & Other Places,-999,-999.0,Clear
142,7,40.809270003135204,-73.9490711688995,Tuesday,8,6477,Outdoors & Recreation,-999,8.0,Clear
142,7,40.7719139204579,-73.95900893890409,Tuesday,10,13798,Shop & Service,-999,8.8,Clear
142,7,40.809270003135204,-73.9490711688995,Tuesday,21,6477,Outdoors & Recreation,-999,8.0,Clear
142,7,40.8100901727589,-73.9432668685913,Wednesday,9,21986,Food,1,8.7,Clear
142,7,40.725535930757104,-73.9967849987352,Wednesday,19,33223,Shop & Service,-999,8.5,Clouds
142,7,40.7264538361829,-73.9985954761505,Wednesday,19,28300,Food,2,-999.0,Clouds
142,7,40.793673777441896,-73.9488433773094,Thursday,8,10773,Professional & Other Places,-999,-999.0,Fog
142,7,40.7719139204579,-73.95900893890409,Thursday,9,13798,Shop & Service,-999,8.8,Clouds
142,7,40.77211112866,-73.96095474201341,Thursday,9,5551,Food,1,8.8,Clouds
142,7,40.68670740090929,-73.9777708053589,Thursday,19,3061,Arts & Entertainment,-999,9.3,Clear
142,7,40.738001810776794,-74.0042853768993,Thursday,22,30904,Nightlife Spot,2,9.1,Clear
142,7,40.7934342426835,-73.9487056133441,Friday,8,10773,Professional & Other Places,-999,-999.0,Clear
142,7,40.77211112866,-73.96095474201341,Friday,9,5551,Food,1,8.8,Clear
142,7,40.7738468721964,-73.95948886871341,Friday,14,37594,Food,1,8.6,Clouds
142,7,40.728156,-73.98126203738279,Friday,22,36837,Nightlife Spot,2,8.0,Clouds
142,7,40.738005009857204,-74.00434850048791,Saturday,8,22542,Food,2,8.5,Clouds
142,7,40.803423,-73.952767,Sunday,11,12382,Food,2,8.2,Rain
142,7,40.78345,-73.979015,Sunday,13,22188,Shop & Service,-999,8.9,Rain
142,7,40.8343774556165,-73.9387117240386,Sunday,14,16537,Outdoors & Recreation,-999,7.9,Rain
142,7,40.8100901727589,-73.9432668685913,Sunday,14,21986,Food,1,8.7,Rain
142,7,40.80783255,-73.96386427142859,Sunday,17,23814,Food,1,-999.0,Rain
145,7,40.793673777441896,-73.9488720781232,Monday,7,10773,Professional & Other Places,-999,-999.0,Clouds
145,7,40.79409,-73.96717,Monday,8,18749,Shop & Service,-999,8.9,Clouds
145,7,40.7948354482357,-73.9659827441092,Monday,9,8841,Shop & Service,-999,8.2,Clouds
145,7,40.7738468721964,-73.95948886871341,Monday,16,37594,Food,1,8.6,Clouds
145,7,40.809270003135204,-73.9490711688995,Tuesday,9,6477,Outdoors & Recreation,-999,8.0,Clouds
145,7,40.778438969615294,-73.9545145753308,Tuesday,10,31344,Shop & Service,-999,8.1,Clouds
145,7,40.774626,-73.959236,Tuesday,12,24766,Food,2,-999.0,Clouds
145,7,40.77211112866,-73.96095474201341,Tuesday,15,5551,Food,1,8.8,Clouds
145,7,40.798840233333294,-73.9413653522039,Wednesday,8,22660,Food,1,-999.0,Rain
145,7,40.793673777441896,-73.9488720781232,Wednesday,8,10773,Professional & Other Places,-999,-999.0,Rain
145,7,40.8100901727589,-73.9432668685913,Wednesday,9,21986,Food,1,8.7,Rain
145,7,40.8109912422444,-73.9431605322863,Wednesday,19,14045,Food,2,-999.0,Fog
145,7,40.809270003135204,-73.9490711688995,Wednesday,20,6477,Outdoors & Recreation,-999,8.0,Clouds
145,7,40.774626,-73.959236,Thursday,13,24766,Food,2,-999.0,Clouds
145,7,40.801790562928794,-73.95734310150151,Thursday,18,3009,Food,3,-999.0,Clear
145,7,40.8050275833333,-73.954893,Thursday,20,21042,Food,2,8.9,Clear
145,7,40.8100901727589,-73.9432668685913,Friday,8,21986,Food,1,8.7,Clear
145,7,40.77211112866,-73.96095474201341,Friday,14,5551,Food,1,8.8,Clouds
145,7,40.7700370337261,-73.9550656140391,Friday,17,30966,Nightlife Spot,3,-999.0,Clear
146,7,40.793673777441896,-73.9488720781232,Monday,7,10773,Professional & Other Places,-999,-999.0,Clouds
146,7,40.809270003135204,-73.9490711688995,Monday,8,6477,Outdoors & Recreation,-999,8.0,Clouds
146,7,40.774626,-73.959236,Monday,12,24766,Food,2,-999.0,Clouds
146,7,40.77211112866,-73.96095474201341,Monday,15,5551,Food,1,8.8,Clouds
146,7,40.793673777441896,-73.9488720781232,Tuesday,8,10773,Professional & Other Places,-999,-999.0,Clouds
146,7,40.790969870286204,-73.9470514655113,Tuesday,8,10605,Food,1,-999.0,Clouds
146,7,40.800181362525,-73.9452787031264,Tuesday,9,11978,Shop & Service,-999,-999.0,Clouds
146,7,40.752207,-73.979723,Wednesday,20,7645,Travel & Transport,-999,7.9,Clear
146,7,40.793673777441896,-73.9488720781232,Friday,7,10773,Professional & Other Places,-999,-999.0,Clear
146,7,40.76,-73.975496,Friday,8,12226,Food,2,7.4,Clear
146,7,40.761396839012,-73.9769857493038,Friday,10,35418,Arts & Entertainment,-999,9.5,Clear
146,7,40.7317183252113,-73.98555396792241,Friday,17,17588,Food,3,9.4,Clear
146,7,40.7317954706149,-73.9856725931168,Friday,19,18200,Food,1,9.0,Clear
146,7,40.809270003135204,-73.9490711688995,Friday,20,6477,Outdoors & Recreation,-999,8.0,Clear
148,7,40.77211112866,-73.96095474201341,Monday,10,5551,Food,1,8.8,Clear
148,7,40.773596339122896,-73.95992731449799,Monday,11,29018,Food,2,-999.0,Clear
148,7,40.8100901727589,-73.9432668685913,Tuesday,8,21986,Food,1,8.7,Clear
148,7,40.773045,-73.962333,Tuesday,16,6099,Shop & Service,-999,-999.0,Clear
148,7,40.774111,-73.959546,Thursday,13,9943,Shop & Service,-999,8.0,Clear
148,7,40.7934045676619,-73.9485678492806,Friday,7,10773,Professional & Other Places,-999,-999.0,Clear
148,7,40.683108648692205,-73.9352444529616,Saturday,20,11106,Nightlife Spot,2,7.9,Clear
148,7,40.6817293561679,-73.9346015084612,Saturday,22,21736,Nightlife Spot,2,6.8,Clear
148,7,40.8098120013228,-73.95910077666021,Sunday,9,6692,College & University,-999,-999.0,Clear
148,7,40.8051984317441,-73.9620453015463,Sunday,12,30864,Food,2,6.6,Clear
148,7,40.8144053164921,-73.94437173850459,Sunday,21,3981,Arts & Entertainment,-999,8.7,Clear
149,7,40.7934045676619,-73.9485678492806,Monday,7,10773,Professional & Other Places,-999,-999.0,Clouds
149,7,40.809270003135204,-73.9490711688995,Monday,20,6477,Outdoors & Recreation,-999,8.0,Clouds
149,7,40.7934045676619,-73.9485678492806,Wednesday,8,10773,Professional & Other Places,-999,-999.0,Clouds
149,7,40.8100901727589,-73.9432668685913,Wednesday,9,21986,Food,1,8.7,Clouds
149,7,40.77211112866,-73.96095474201341,Wednesday,14,5551,Food,1,8.8,Clouds
149,7,40.77211112866,-73.96095474201341,Thursday,10,5551,Food,1,8.8,Clear
149,7,40.7934045676619,-73.9485678492806,Friday,8,10773,Professional & Other Places,-999,-999.0,Clear
149,7,40.800181362525,-73.9452787031264,Saturday,10,11978,Shop & Service,-999,-999.0,Clouds
149,7,40.77211112866,-73.96095474201341,Saturday,12,5551,Food,1,8.8,Clouds
149,7,40.773045,-73.962333,Saturday,13,6099,Shop & Service,-999,-999.0,Clouds
149,7,40.774626,-73.959236,Saturday,13,24766,Food,2,-999.0,Clouds
149,7,40.774506025762,-73.9589859794582,Saturday,13,25560,Food,1,7.9,Clouds
149,7,40.809270003135204,-73.9490711688995,Sunday,18,6477,Outdoors & Recreation,-999,8.0,Clouds
152,7,40.77211112866,-73.96095474201341,Tuesday,9,5551,Food,1,8.8,Clear
152,7,40.7713022794736,-73.961580379552,Tuesday,9,5049,Food,2,-999.0,Clear
152,7,40.8076076207769,-73.9507376218782,Tuesday,21,22613,Outdoors & Recreation,-999,-999.0,Clear
152,7,40.77211112866,-73.96095474201341,Thursday,9,5551,Food,1,8.8,Clear
152,7,40.809270003135204,-73.9490711688995,Thursday,20,6477,Outdoors & Recreation,-999,8.0,Clear
152,7,40.8144053164921,-73.94437173850459,Thursday,23,3981,Arts & Entertainment,-999,8.7,Clear
152,7,40.809270003135204,-73.9490711688995,Friday,21,6477,Outdoors & Recreation,-999,8.0,Clear
152,7,40.733879,-73.988185,Saturday,9,20603,Shop & Service,-999,9.4,Clear
152,7,40.809270003135204,-73.9490711688995,Saturday,10,6477,Outdoors & Recreation,-999,8.0,Clear
152,7,40.674455,-73.9262,Saturday,17,23888,Arts & Entertainment,-999,8.2,Clear
152,7,40.8100901727589,-73.9432668685913,Sunday,11,21986,Food,1,8.7,Clouds
152,7,40.8085341590656,-73.9451237158023,Sunday,12,18125,Food,2,8.2,Clear
153,7,40.809270003135204,-73.9490711688995,Monday,8,6477,Outdoors & Recreation,-999,8.0,Clouds
153,7,40.77211112866,-73.96095474201341,Monday,10,5551,Food,1,8.8,Clear
153,7,40.7685355207664,-73.95557647143721,Thursday,12,20199,Food,2,8.4,Clear
153,7,40.737269,-73.990717,Thursday,21,19511,Food,1,-999.0,Clear
153,7,40.735282496916206,-73.9904031515828,Thursday,21,32276,Outdoors & Recreation,-999,9.4,Clear
153,7,40.7442247187833,-73.9840388475374,Thursday,21,33758,Nightlife Spot,2,7.7,Clear
153,7,40.77211112866,-73.96095474201341,Friday,11,5551,Food,1,8.8,Clear
153,7,40.7713022794736,-73.961580379552,Friday,11,5049,Food,2,-999.0,Clear
153,7,40.7685355207664,-73.95557647143721,Friday,11,20199,Food,2,8.4,Clear
153,7,40.728276877335205,-73.9992813316546,Friday,19,23192,Arts & Entertainment,-999,7.2,Clear
153,7,40.7448646832347,-73.998879625105,Sunday,13,21065,Food,1,8.8,Clouds
285,12,40.764016,-73.82947598,Tuesday,17,35762,Shop & Service,-999,5.3,Clear
285,12,40.703531656325495,-73.8023051484212,Wednesday,7,1012,Food,1,-999.0,Clouds
285,12,40.7621682440437,-73.831570989716,Wednesday,18,12237,Shop & Service,-999,-999.0,Clear
